heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
20,4000000,4012602,1802244559196204170,16994406626775894751,1,170,65.384615,2246718,2680,A H C I J E G D B F K,E D B C K F A J H G I,I C H E G A D K J B F,14,0,0,0,14,2,0,15,0,9,6194,0,0,0,3290,3400,10,8,0,590,2,384,0,0,0,0,29,7,0,217,74,0,0,3,8,8,6,0,112,9290,6,0,68,108,0,8,14,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,2,169,65.000000,562846,15641,A C G K H I D J F B E,H A F D I J K B E G C,C D A K F H B G J E I,14,0,0,0,14,2,0,15,0,9,6193,0,0,0,3327,3400,10,9,0,590,1,409,0,0,0,0,29,6,0,222,72,0,0,2,8,8,7,0,112,9290,6,0,61,110,0,8,14,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,3,169,65.000000,8459480,16861,C E D J G B I F H A K,F K E H J G B D A C I,A H J I C E K G D B F,15,0,0,0,14,2,0,15,0,9,6197,0,0,0,3309,3500,10,9,0,581,1,307,0,0,0,0,29,7,0,223,73,0,0,2,8,8,6,0,112,9290,6,0,63,109,0,8,15,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,4,169,65.000000,10276929,6712,C J D K A G B F H I E,G D J H F B E C A I K,K A B J I C G D F E H,15,0,0,0,14,2,0,15,0,9,6193,0,0,0,3272,3500,10,8,0,581,1,307,0,0,0,0,29,7,0,211,73,0,0,2,8,7,5,0,112,9290,6,0,62,109,0,8,15,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,5,169,65.000000,17947125,15396,E K F A J G C I D H B,H C D G E A K F B J I,J E K F G I H A C B D,15,0,0,0,14,2,0,15,0,10,6205,0,0,0,3281,3600,10,8,0,581,1,409,0,0,0,0,29,6,0,208,70,0,0,2,8,7,5,0,112,9290,7,0,59,112,0,8,14,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,6,169,65.000000,17960875,11141,E K F D H G J I A C B,C B A K G D E J I H F,D J H F B A G C E K I,14,0,0,0,14,2,0,15,0,10,6186,0,0,0,3263,3400,10,9,0,590,1,409,0,0,0,0,29,6,0,215,73,0,0,2,8,7,6,0,112,9290,7,0,65,111,0,7,13,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,7,169,65.000000,22340209,5796,G B H A I C F D E K J,K J H E G D B I C F A,J E C G D A K F I B H,14,0,0,0,14,2,0,15,0,10,6194,0,0,0,3318,3400,10,9,0,581,1,307,0,0,0,0,29,6,0,218,73,0,0,3,8,8,6,0,112,9290,7,0,54,110,0,7,12,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,8,169,65.000000,26180540,9533,H C B E G K A J F D I,J B E F D G K I C A H,H F G A K D J E B I C,15,0,0,0,14,2,0,15,0,10,6197,0,0,0,3300,3500,10,9,0,527,1,307,0,0,0,0,29,6,0,216,71,0,0,2,8,7,5,0,112,9290,7,0,59,111,0,8,12,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,9,169,65.000000,26209292,2010,H C D A E J I K F B G,J D F G K C B I A H E,K A I B G E F D H C J,15,0,0,0,14,2,0,15,0,10,6198,0,0,0,3290,3400,10,8,0,590,1,307,0,0,0,0,29,6,0,205,73,0,0,1,8,7,5,0,112,9290,7,0,54,109,0,7,13,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,10,169,65.000000,26555459,537,H D B G K F E C J I A,D E K H I B J G A C F,C G F J A K E B D H I,15,0,0,0,14,2,0,15,0,10,6197,0,0,0,3309,3500,10,8,0,536,1,307,0,0,0,0,29,6,0,219,70,0,0,2,8,7,5,0,112,9290,6,0,59,112,0,8,12,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,11,169,65.000000,27848775,7798,H G I F D K A E C J B,E H K B C G F I J A D,J C D G E K I H B F A,15,0,0,0,14,2,0,15,0,9,6180,0,0,0,3272,3400,10,9,0,590,1,409,0,0,0,0,29,6,0,212,73,0,0,2,8,7,5,0,112,9290,6,0,63,109,0,8,15,0,4,0
20,4000000,4012602,1802244559196204170,16994406626775894751,12,169,65.000000,28264554,7625,H I K A B D J G C E F,E I C B D H F G J K A,I F H C A J K E D B G,15,0,0,0,14,2,0,15,0,10,6198,0,0,0,3272,3400,10,8,0,518,1,409,0,0,0,0,29,6,0,214,70,0,0,2,8,7,5,0,112,9290,6,0,62,112,0,8,14,0,4,0
