heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
3,4000000,4012317,5424782039151799220,16994406626775894751,1,180,69.230769,27434812,19287,H F G D C K E A J B I,B A F H D G I C E J K,C D B F H K E I J G A,14,0,0,0,13,2,0,15,0,9,6167,0,0,0,3300,3400,10,9,0,581,1,384,0,0,0,0,32,6,0,227,64,0,0,2,8,6,5,0,126,10709,6,0,58,112,0,7,12,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,2,178,68.461538,25485613,19149,H A D B I J C G E K F,I J D K F H C B G E A,G E H A J F I C K B D,13,0,0,0,13,2,0,15,0,9,6176,0,0,0,3309,3500,10,8,0,600,1,384,0,0,0,0,32,6,0,227,66,0,0,2,8,6,5,0,126,10709,6,0,60,112,0,7,12,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,3,178,68.461538,37294570,4991,K C H J G A B E I D F,A I J E B F C K D H G,K D E F C H I G A B J,15,0,0,0,13,2,0,15,0,9,6170,0,0,0,3300,3400,10,9,0,554,1,384,0,0,0,0,32,6,0,208,64,0,0,2,8,6,5,0,126,10709,6,0,55,112,0,7,13,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,4,177,68.076923,25909965,10836,H B E G K A D J F I C,C H J B E K F D G I A,J F E C I G A H B D K,14,0,0,0,13,2,0,15,0,10,6190,0,0,0,3281,3500,10,8,0,609,1,307,0,0,0,0,32,6,0,222,67,0,0,2,8,6,5,0,126,10709,6,0,58,111,0,7,10,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,5,176,67.692308,3543219,18999,A K H J B C I D F G E,A K G B H F D J C E I,K G J C F B A E I H D,14,0,0,0,13,2,0,15,0,10,6125,0,0,0,3327,3600,10,8,0,618,1,384,0,0,0,0,32,6,0,222,66,0,0,5,8,6,5,0,126,10709,7,0,55,110,0,7,11,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,6,176,67.692308,10731771,19254,C K G B E D H A I J F,B F J A H I K D C E G,C H F K D E G A J B I,14,0,0,0,13,2,0,15,0,9,6140,0,0,0,3263,3400,10,9,0,554,1,384,0,0,0,0,32,6,0,208,65,0,0,2,8,6,5,0,126,10709,6,0,60,111,0,7,13,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,7,176,67.692308,27866274,11117,H G J B A C K I D E F,H B G A E J D K C F I,C F J K I E H G B A D,15,0,0,0,13,2,0,15,0,9,6188,0,0,0,3281,3500,10,9,0,527,1,307,0,0,0,0,32,6,0,206,64,0,0,2,8,6,5,0,126,10709,6,0,58,112,0,8,12,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,8,176,67.692308,29147455,5494,I A D K C G F E B J H,D G I A C H E F J B K,I K E D B C J H F G A,14,0,0,0,13,2,0,15,0,9,6134,0,0,0,3309,3600,10,7,0,572,1,384,0,0,0,0,32,6,0,223,64,0,0,2,8,6,5,0,126,10709,6,0,60,112,0,8,12,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,9,175,67.307692,839119,9956,A D E J G F I C B K H,G A B E I J K F D H C,B D C F E A G J H K I,15,0,0,0,13,2,0,15,0,9,6201,0,0,0,3318,3400,10,8,0,600,1,409,0,0,0,0,32,6,0,218,64,0,0,2,8,7,5,0,126,10709,6,0,60,112,0,7,14,0,4,0
3,4000000,4012317,5424782039151799220,16994406626775894751,10,175,67.307692,5049177,10453,B E K C I H F D G J A,H A G C I B J D K F E,C K J B D F E A G H I,14,0,0,0,13,2,0,15,0,9,6179,0,0,0,3336,3500,10,8,0,609,2,307,0,0,0,0,32,6,0,216,64,0,0,2,8,6,5,0,126,10709,6,0,55,112,0,8,12,0,4,0
