heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
37,4000000,4012486,10959958169658932342,16994406626775894751,1,174,66.923077,11339882,7230,D B E C K J A F H G I,H E B K I D C F G A J,D K I G A C F B J E H,14,0,0,0,14,2,0,15,1,6,6095,0,0,0,3245,3400,10,9,0,581,1,409,0,0,0,0,33,4,0,216,62,0,0,3,8,8,6,0,128,11418,7,0,55,112,0,7,12,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,2,174,66.923077,24434195,11039,G I D A B F E H K J C,J B F A E I G C H K D,K F C I A H B J D E G,15,0,0,0,14,2,0,15,1,6,6112,0,0,0,3290,3400,10,9,0,518,1,384,0,0,0,0,33,4,0,220,63,0,0,2,8,7,5,0,128,11418,7,0,64,112,0,7,10,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,3,171,65.769231,6220483,4349,B I C E D H F K A J G,B D A C H K F G E I J,G B I D F C E A J H K,15,0,0,0,14,2,0,15,1,6,6121,0,0,0,3327,3400,10,9,0,590,1,384,0,0,0,0,33,4,0,223,63,0,0,1,8,8,6,0,128,11418,7,0,60,111,0,7,12,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,4,171,65.769231,24726892,14285,G J B D A K F C I E H,B I K C H D J F G A E,D A C J F H K E B G I,15,0,0,0,14,2,0,15,1,6,6123,0,0,0,3327,3400,10,9,0,536,2,409,0,0,0,0,33,4,0,215,63,0,0,2,8,7,5,0,128,11418,7,0,62,111,0,7,11,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,5,171,65.769231,29505509,7075,I B D J C K E A H G F,I C B A H F K G E J D,J D K I E B C A F H G,14,0,0,0,14,2,0,15,1,6,6085,0,0,0,3290,3500,10,8,0,600,1,409,0,0,0,0,33,4,0,218,64,0,0,3,8,8,6,0,128,11418,7,0,59,112,0,7,12,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,6,170,65.384615,3907143,11679,B A I K D G F H E J C,J B C K A G H E I D F,H D F B G K I J A C E,14,0,0,0,14,2,0,15,1,7,6116,0,0,0,3300,3500,10,9,0,609,1,307,0,0,0,0,33,4,0,213,62,0,0,3,8,8,7,0,128,11418,7,0,60,112,0,7,12,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,7,170,65.384615,9441711,5364,C H A D F G K I E J B,I B C G D F H J E K A,A F J D B C I H K G E,14,0,0,0,14,2,0,15,1,6,6156,0,0,0,3300,3500,10,9,0,509,1,307,0,0,0,0,33,4,0,210,62,0,0,3,8,8,6,0,128,11418,7,0,59,112,0,7,11,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,8,170,65.384615,28029495,17087,H I C B E K A G F J D,J H I G A D F K B C E,E F A J H G C B I D K,14,0,0,0,14,2,0,15,1,7,6123,0,0,0,3309,3500,10,9,0,618,1,384,0,0,0,0,33,4,0,213,62,0,0,3,8,7,5,0,128,11418,8,0,64,112,0,7,13,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,9,170,65.384615,33622176,19108,J C G K A E I B D F H,F K A D C B I E H J G,B C G H D I A F J E K,15,0,0,0,14,2,0,15,1,6,6138,0,0,0,3290,3400,10,9,0,563,1,307,0,0,0,0,33,4,0,217,62,0,0,2,8,8,6,0,128,11418,7,0,60,112,0,7,11,0,4,0
37,4000000,4012486,10959958169658932342,16994406626775894751,10,170,65.384615,38805160,1060,K G J D E A C H I B F,E D F J B C K A G I H,K B H C I F G E D A J,15,0,0,0,14,2,0,15,1,6,6158,0,0,0,3345,3500,10,9,0,490,2,307,0,0,0,0,33,4,0,230,62,0,0,2,8,8,5,0,128,11418,7,0,59,113,0,7,10,0,4,0
