heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
58,4000000,4012526,3603329977929992346,16994406626775894751,1,171,65.769231,13982831,17025,D J F I C G E K H B A,H B C I J K D A E G F,J E F B C A I H K D G,15,0,0,0,14,2,0,15,1,9,6195,0,0,0,3272,3400,10,9,0,572,1,384,0,0,0,0,30,4,0,224,66,0,0,3,8,6,4,0,143,11254,6,0,52,115,0,7,12,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,2,170,65.384615,22082811,12805,G A J H E F D B I K C,D G E C J I H F A K B,I K F B G A J C H E D,14,0,0,0,14,2,0,15,2,9,6190,0,0,0,3309,3400,10,9,0,627,1,307,0,0,0,0,30,4,0,227,66,0,0,3,8,6,5,0,143,11254,6,0,61,115,0,7,12,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,3,169,65.000000,7212227,5463,B K I H J G F C E D A,E B G H D A I K J C F,H D F J A K B E G I C,14,0,0,0,14,2,0,15,1,9,6164,0,0,0,3263,3500,10,9,0,509,1,307,0,0,0,0,30,4,0,205,66,0,0,3,8,6,5,0,143,11254,6,0,52,114,0,8,11,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,4,169,65.000000,9284670,1494,C G H D B F E I A J K,A I C E D H G F J K B,H C F J I B K G D A E,14,0,0,0,14,2,0,15,2,10,6131,0,0,0,3281,3400,10,9,0,581,1,409,0,0,0,0,30,4,0,216,66,0,0,3,8,7,6,0,143,11254,6,0,66,114,0,7,12,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,5,169,65.000000,23726633,2018,G F D E I H K C J B A,K B A D E I G C F H J,E D K I B G F J C A H,15,0,0,0,14,2,0,15,2,9,6152,0,0,0,3290,3400,10,9,0,581,1,307,0,0,0,0,30,4,0,220,69,0,0,3,8,6,4,0,143,11254,6,0,53,112,0,7,12,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,6,169,65.000000,30185743,2065,I D B H C G K E A J F,H K B G E F I J C A D,A E H D J G B C F K I,14,0,0,0,14,2,0,15,1,9,6181,0,0,0,3309,3400,10,9,0,545,1,409,0,0,0,0,30,4,0,219,66,0,0,4,8,7,5,0,143,11254,6,0,62,114,0,7,12,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,7,168,64.615385,8307174,425,C D K A E I G F B H J,E H F K C G J I D A B,K B C G J F D A I H E,15,0,0,0,14,2,0,15,2,9,6191,0,0,0,3309,3500,10,9,0,572,1,384,0,0,0,0,30,4,0,223,67,0,0,2,8,7,5,0,143,11254,6,0,55,115,0,7,13,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,8,168,64.615385,13271543,9043,D H G B C J A K I F E,D E I H G B J A F C K,I K A J F D E H C B G,14,0,0,0,14,2,0,15,2,9,6169,0,0,0,3309,3500,10,8,0,581,1,384,0,0,0,0,30,4,0,217,66,0,0,2,8,7,5,0,143,11254,6,0,62,115,0,7,13,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,9,168,64.615385,20982908,9758,F I J D B K E H C A G,F G A K C J H B D E I,G K H A F D E C I J B,15,0,0,0,14,2,0,15,1,9,6161,0,0,0,3263,3300,10,9,0,581,1,307,0,0,0,0,30,4,0,205,66,0,0,3,8,7,5,0,143,11254,6,0,62,114,0,7,12,0,4,0
58,4000000,4012526,3603329977929992346,16994406626775894751,10,168,64.615385,30906953,5294,I F B G D C K H J E A,E F I C H G A B K J D,J G D F A K I C E H B,15,0,0,0,14,2,0,15,2,9,6140,0,0,0,3300,3500,10,8,0,536,1,384,0,0,0,0,30,4,0,209,67,0,0,2,8,7,5,0,143,11254,6,0,62,115,0,7,12,0,4,0
