heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
29,4000000,4012684,1262723450918061260,16994406626775894751,1,174,66.923077,10087744,14945,C I J B F H E G K A D,B C J F K A E I H G D,G E F C B I K H D A J,15,0,0,0,14,2,0,15,2,6,6122,0,0,0,3281,3400,10,9,0,581,1,409,0,0,0,0,35,4,0,209,64,0,0,2,8,7,5,0,126,11018,7,0,65,113,0,7,12,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,2,173,66.538462,18149,1997,A B C G I E F D K J H,E F G C J I A D K B H,H K A F I E J C B G D,15,0,0,0,14,2,0,15,1,6,6137,0,0,0,3290,3400,10,8,0,545,1,409,0,0,0,0,35,4,0,216,64,0,0,2,8,6,5,0,126,11018,7,0,60,115,0,7,12,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,3,173,66.538462,33263675,19118,J B G K I E C D H F A,D F K E H C A B G I J,C J B I D F G E K H A,15,0,0,0,14,2,0,15,2,6,6125,0,0,0,3290,3500,10,8,0,581,1,384,0,0,0,0,35,4,0,220,64,0,0,3,8,7,5,0,126,11018,8,0,64,110,0,6,12,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,4,172,66.153846,14862298,11021,E A K G J B F D I C H,H K A F D B E I J C G,I D J C G K H E F B A,15,0,0,0,14,2,0,15,2,6,6139,0,0,0,3300,3500,10,9,0,572,2,384,0,0,0,0,35,4,0,213,65,0,0,1,8,7,5,0,126,11018,8,0,60,111,0,6,12,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,5,172,66.153846,25002612,16668,G J K A H I B E C D F,K H D B J F E I C A G,G E H K F C I J B D A,15,0,0,0,14,2,0,15,1,6,6143,0,0,0,3281,3500,10,9,0,600,1,409,0,0,0,0,35,4,0,212,64,0,0,2,8,7,5,0,126,11018,7,0,64,115,0,7,13,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,6,171,65.769231,10697731,3283,C K F D G J H I A E B,G F E J C A B H K I D,B C I A D G K E F J H,15,0,0,0,14,2,0,15,1,6,6145,0,0,0,3254,3400,10,9,0,545,1,384,0,0,0,0,35,4,0,205,64,0,0,2,8,6,5,0,126,11018,7,0,60,113,0,7,13,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,7,171,65.769231,26184864,12060,H C B F E K D A G I J,F A D I G E H J B C K,J G A H K C D I E F B,15,0,0,0,14,2,0,15,1,6,6137,0,0,0,3300,3500,10,9,0,536,1,409,0,0,0,0,35,4,0,205,64,0,0,2,8,7,5,0,126,11018,7,0,64,115,0,7,13,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,8,170,65.384615,1084196,18096,A D K J B H I G E C F,J B F I H A D C K E G,F G K H E I J D B C A,15,0,0,0,14,2,0,15,2,6,6117,0,0,0,3309,3500,10,8,0,590,1,307,0,0,0,0,35,4,0,226,64,0,0,2,8,6,5,0,126,11018,7,0,60,111,0,7,13,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,9,170,65.384615,1388942,10996,A E J F H B G I D C K,B I K C J A E H F G D,E H B F A G I D J K C,14,0,0,0,14,2,0,15,2,6,6132,0,0,0,3300,3500,10,9,0,563,1,307,0,0,0,0,35,4,0,220,64,0,0,1,8,7,5,0,126,11018,8,0,61,111,0,6,13,0,4,0
29,4000000,4012684,1262723450918061260,16994406626775894751,10,170,65.384615,3515128,5840,A K H C F B I G J D E,E B A H F I K G J C D,H K E I J C F A D B G,14,0,0,0,14,2,0,15,1,6,6140,0,0,0,3318,3400,10,9,0,527,1,256,0,0,0,0,35,5,0,215,67,0,0,1,8,6,5,0,126,11018,7,0,60,108,0,7,14,0,4,0
