heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
6,4000000,4012145,16965661828701130666,16994406626775894751,1,171,65.769231,2128699,12959,A G J I D F B K C H E,K B J I H E F C G D A,D I B G C H J K E A F,15,0,0,0,15,2,0,15,0,9,6175,0,0,0,3272,3500,10,8,0,581,1,307,0,0,0,0,30,5,0,211,68,0,0,3,8,6,5,0,122,10036,6,0,52,113,0,7,11,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,2,171,65.769231,37880992,18760,K E D G A F J H I B C,A K C H J I B F G D E,D C H E F A J I B K G,15,0,0,0,15,2,0,15,0,10,6205,0,0,0,3272,3400,10,9,0,609,1,384,0,0,0,0,30,5,0,214,69,0,0,1,8,7,5,0,122,10036,7,0,56,112,0,7,11,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,3,170,65.384615,8618668,5585,C E I J A F D B K G H,I C J E G A K D B H F,A K D H E G B C I F J,15,0,0,0,15,2,0,15,0,9,6210,0,0,0,3290,3500,10,9,0,600,1,384,0,0,0,0,30,5,0,213,70,0,0,3,8,7,5,0,122,10036,7,0,64,111,0,7,11,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,4,170,65.384615,13102705,11617,D H A K I C E B F J G,F I D G E B H C A K J,E F A D G J C K I B H,15,0,0,0,15,2,0,15,0,9,6218,0,0,0,3254,3400,10,9,0,590,2,307,0,0,0,0,30,5,0,208,69,0,0,1,8,6,5,0,122,10036,6,0,59,112,0,7,12,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,5,170,65.384615,14627062,14800,E A D J C G B K I F H,J H I D E B A C F G K,D B F A H K G I J E C,15,0,0,0,15,2,0,15,0,9,6205,0,0,0,3272,3500,10,8,0,581,1,384,0,0,0,0,30,5,0,207,70,0,0,3,8,7,5,0,122,10036,6,0,64,113,0,7,11,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,6,170,65.384615,18070396,18920,E K I B D H G A J C F,F I K A G H E B D J C,E G B J D C H I A F K,15,0,0,0,15,2,0,15,0,9,6225,0,0,0,3254,3400,10,9,0,590,1,307,0,0,0,0,30,5,0,205,68,0,0,1,8,7,5,0,122,10036,6,0,58,113,0,7,12,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,7,170,65.384615,19270652,18901,F D A K G I H J C B E,E F A D C K G H J B I,H K F G B E A J D I C,12,0,0,0,11,2,0,15,0,9,6163,0,0,0,3263,3400,10,9,0,581,2,384,0,0,0,0,30,6,0,213,69,0,0,3,8,7,5,0,122,10036,6,0,64,111,0,7,13,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,8,170,65.384615,19563008,343,F D K B G J A E H C I,E C F A K J I B H G D,H I K F B E G J C D A,15,0,0,0,15,2,0,15,0,8,6147,0,0,0,3290,3400,10,9,0,527,1,384,0,0,0,0,30,5,0,217,68,0,0,2,8,8,5,0,122,10036,6,0,62,113,0,7,12,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,9,170,65.384615,31932344,13615,I H K J F C G B D A E,E B D F I C K J G H A,F K G J B H C A I E D,15,0,0,0,15,2,0,15,0,9,6171,0,0,0,3290,3400,10,9,0,590,1,384,0,0,0,0,30,5,0,211,70,0,0,2,8,8,5,0,122,10036,6,0,55,113,0,8,12,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,10,170,65.384615,37254263,1772,K C G J H A B I F E D,B K G H C J A D I F E,I E A F K B D G C J H,15,0,0,0,15,2,0,15,0,10,6204,0,0,0,3272,3400,10,9,0,645,2,384,0,0,0,0,30,5,0,215,69,0,0,2,8,7,5,0,122,10036,6,0,59,112,0,7,11,0,4,0
6,4000000,4012145,16965661828701130666,16994406626775894751,11,170,65.384615,38411486,15494,K F I G C B H E D A J,A K H B F G J I D C E,F B A J I E H C G D K,15,0,0,0,15,2,0,15,0,9,6148,0,0,0,3263,3400,10,9,0,536,1,384,0,0,0,0,30,5,0,210,69,0,0,3,8,6,5,0,122,10036,7,0,58,112,0,7,12,0,4,0
