heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
97,4000000,4012782,5161156938494822402,16994406626775894751,1,161,61.923077,1991364,4735,A G F E B J I H C D K,G J A B H E I F D K C,J D F K I A C B H G E,13,0,0,0,12,2,0,15,0,9,6137,0,0,0,3309,3500,10,8,0,590,1,307,0,0,0,0,28,5,0,209,71,0,0,2,8,7,5,0,122,9927,7,0,54,113,0,8,14,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,2,161,61.923077,2263087,13423,A H D C B F E I G K J,B J G H F I A E D C K,H G K I A C D F J E B,13,0,0,0,12,2,0,15,0,7,6158,0,0,0,3272,3400,10,8,0,618,1,384,0,0,0,0,28,5,0,205,71,0,0,2,8,8,5,0,122,9927,7,0,63,113,0,8,15,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,3,160,61.538462,9431253,16797,C G K J B I F H D E A,E D G A K H I C J B F,A J F K G D H I B C E,14,0,0,0,13,2,0,15,0,9,6166,0,0,0,3254,3400,10,9,0,572,2,409,0,0,0,0,28,4,0,204,72,0,0,3,8,7,5,0,122,9927,7,0,61,113,0,7,13,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,4,160,61.538462,10055899,17331,C I H E B G A K D J F,C D B H K G J A I E F,H C E D G J B I K F A,13,0,0,0,12,2,0,15,0,8,6153,0,0,0,3300,3400,10,9,0,545,2,384,0,0,0,0,28,5,0,221,71,0,0,3,8,8,6,0,122,9927,7,0,63,113,0,8,14,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,5,160,61.538462,18519879,4665,F B A E I C G J H K D,B G E C K D A F H J I,E J G I B H K A C D F,13,0,0,0,12,2,0,15,0,9,6170,0,0,0,3318,3400,10,9,0,536,1,409,0,0,0,0,28,5,0,202,71,0,0,2,8,8,6,0,122,9927,7,0,55,113,0,8,15,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,6,160,61.538462,22501008,9942,G C A B H F I D E J K,B G F C D K E J H A I,E F I D A J G H B K C,13,0,0,0,12,2,0,15,0,9,6160,0,0,0,3309,3400,10,9,0,509,1,409,0,0,0,0,28,4,0,211,69,0,0,3,8,8,6,0,122,9927,6,0,60,115,0,8,14,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,7,160,61.538462,23141471,12590,G D I K E J C H F B A,C E A J I D H G F B K,I C K G H J D F A E B,13,0,0,0,12,2,0,15,0,9,6151,0,0,0,3318,3400,10,9,0,554,1,409,0,0,0,0,28,5,0,213,73,0,0,1,8,8,5,0,122,9927,7,0,55,113,0,8,16,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,8,160,61.538462,33187376,9339,J B F A I G E D H C K,F K E B A G C H I J D,G I C J K E B D F H A,12,0,0,0,12,2,0,15,0,9,6143,0,0,0,3290,3400,10,9,0,609,1,384,0,0,0,0,28,5,0,210,71,0,0,1,8,7,5,0,122,9927,7,0,57,113,0,8,16,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,9,160,61.538462,34376346,9389,J E H F G K C I A B D,D C A I B J H F G E K,C E D A J H I G K F B,13,0,0,0,12,2,0,15,0,7,6162,0,0,0,3300,3500,10,8,0,609,1,384,0,0,0,0,28,4,0,208,71,0,0,3,8,7,5,0,122,9927,6,0,63,115,0,8,14,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,10,160,61.538462,34889334,15677,J G B D F E H C A I K,F E A J D G I H K B C,E G F B C J H D A K I,13,0,0,0,12,2,0,15,0,8,6147,0,0,0,3290,3400,10,9,0,581,2,409,0,0,0,0,28,5,0,215,73,0,0,3,8,7,5,0,122,9927,7,0,59,112,0,8,15,0,4,0
97,4000000,4012782,5161156938494822402,16994406626775894751,11,160,61.538462,36000440,10723,J K B H I E F C D A G,C G E H K A J B D I F,I A F D B K E J G H C,15,0,0,0,13,2,0,15,0,9,6167,0,0,0,3327,3500,10,8,0,572,1,409,0,0,0,0,28,4,0,214,70,0,0,2,8,7,5,0,122,9927,7,0,63,114,0,7,13,0,4,0
