heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
163,4000000,4012708,8409731672296863014,16994406626775894751,1,149,57.307692,20739696,7040,F I B E A C K D G H J,C I A D K J G F H E B,I G E J A B D C K F H,14,0,0,0,13,2,0,15,2,5,6186,0,0,0,3309,3500,10,9,0,600,1,384,0,0,0,0,24,2,0,222,75,0,0,2,8,7,4,0,129,10636,8,0,60,118,0,7,14,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,2,148,56.923077,1563194,18096,A F D J C B I E H G K,B H I E K G D J A C F,H C G A D J B F K I E,13,0,0,0,13,2,0,15,1,4,6138,0,0,0,3272,3400,10,9,0,590,1,384,0,0,0,0,24,2,0,209,75,0,0,1,8,6,5,0,129,10636,8,0,64,118,0,7,16,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,3,148,56.923077,14541944,17282,E A B I F C K G H D J,C I D E B K G F H J A,I G A C J H D E B F K,13,0,0,0,13,2,0,15,2,6,6112,0,0,0,3290,3500,10,9,0,627,1,409,0,0,0,0,24,2,0,217,75,0,0,1,8,6,5,0,129,10636,8,0,61,117,0,8,16,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,4,148,56.923077,19341661,3835,F D C I H E G J A K B,H F K A J I D G E B C,K J A D B G I F C E H,13,0,0,0,13,2,0,15,2,6,6081,0,0,0,3254,3400,10,9,0,627,1,384,0,0,0,0,24,3,0,205,75,0,0,1,8,7,5,0,129,10636,8,0,60,117,0,7,18,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,5,148,56.923077,34199215,15670,J E C B G K F D A I H,F B G E K J A I H D C,J F A C E D K G B I H,15,0,0,0,13,2,0,15,1,5,6103,0,0,0,3309,3400,10,9,0,581,1,409,0,0,0,0,24,2,0,225,74,0,0,1,8,7,5,0,129,10636,8,0,62,118,0,8,15,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,6,148,56.923077,34263953,1305,J E D I C H K F G B A,E H D A K I C G F J B,F C I K H G E A B D J,14,0,0,0,13,2,0,15,2,5,6151,0,0,0,3263,3500,10,9,0,609,1,384,0,0,0,0,24,2,0,224,76,0,0,1,8,7,6,0,129,10636,8,0,64,118,0,8,14,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,7,147,56.538462,976026,4069,A D I C H G F K B E J,G H F K C I J A B D E,I B E G H D A K F J C,14,0,0,0,13,2,0,15,1,5,6158,0,0,0,3290,3400,10,9,0,545,2,384,0,0,0,0,24,2,0,210,74,0,0,4,8,7,5,0,129,10636,7,0,63,118,0,8,13,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,8,147,56.538462,1742613,16599,A F J C I D H K E G B,J G E A B H I K C F D,B I F E D C H A J G K,13,0,0,0,13,2,0,15,2,5,6097,0,0,0,3290,3400,10,9,0,536,1,384,0,0,0,0,24,2,0,211,76,0,0,3,8,6,4,0,129,10636,8,0,64,117,0,7,15,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,9,147,56.538462,8879204,5272,C F G B J D E K H A I,A G H J B I K C F D E,E I B D F K G H J A C,14,0,0,0,13,2,0,15,1,5,6179,0,0,0,3281,3400,10,9,0,590,2,384,0,0,0,0,24,2,0,217,74,0,0,3,8,7,6,0,129,10636,7,0,63,118,0,8,14,0,4,0
163,4000000,4012708,8409731672296863014,16994406626775894751,10,147,56.538462,9990143,8003,C I F J B D A K H G E,D K H A J E B C F G I,I A B E C F D H J K G,13,0,0,0,13,2,0,15,1,4,6088,0,0,0,3236,3400,10,9,0,554,1,256,0,0,0,0,24,2,0,220,76,0,0,3,8,6,5,0,129,10636,7,0,59,118,0,7,14,0,4,0
