heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
79,4000000,4012366,14608228522274211236,16994406626775894751,1,164,63.076923,2580,12653,A B C D H I G J E F K,F J I B H D E K G C A,B C A E K H I J D F G,14,0,0,0,14,2,0,15,0,8,6174,0,0,0,3327,3600,10,8,0,536,1,384,0,0,0,0,30,5,0,216,71,0,0,4,8,6,4,0,131,10127,6,0,59,111,0,7,14,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,2,164,63.076923,3996999,13043,B C A E D H G J I K F,H J I D K C A G F E B,F K G I B J H D C A E,14,0,0,0,14,2,0,15,0,9,6165,0,0,0,3327,3500,10,9,0,527,2,409,0,0,0,0,30,5,0,220,70,0,0,3,8,7,6,0,131,10127,7,0,55,111,0,7,14,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,3,164,63.076923,6599768,12474,B J C H F E A G I D K,I D A B G H E C K J F,E G I F A D B J H K C,14,0,0,0,14,2,0,15,0,8,6174,0,0,0,3290,3500,10,9,0,545,1,307,0,0,0,0,30,5,0,219,72,0,0,3,8,7,5,0,131,10127,6,0,59,111,0,7,13,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,4,163,62.692308,3363359,10706,A K D F E C J I H G B,D F G I B C K H A E J,H C D A F J B E G I K,14,0,0,0,14,2,0,15,0,8,6163,0,0,0,3290,3400,10,9,0,545,2,307,0,0,0,0,30,5,0,224,71,0,0,3,8,8,5,0,131,10127,6,0,61,112,0,7,14,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,5,163,62.692308,3841994,3139,B A H E F C J D I G K,F I J K D H B G E A C,B K C J G D E A H I F,14,0,0,0,14,2,0,15,0,8,6171,0,0,0,3354,3600,10,9,0,509,1,307,0,0,0,0,30,5,0,209,70,0,0,2,8,8,5,0,131,10127,6,0,61,111,0,7,14,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,6,163,62.692308,6969417,13305,B K C I H G E D F J A,J K I B A D C H F E G,C I E K D H G F J B A,13,0,0,0,13,2,0,15,0,9,6174,0,0,0,3309,3400,10,8,0,600,2,409,0,0,0,0,30,5,0,225,70,0,0,1,8,7,5,0,131,10127,7,0,62,111,0,8,15,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,7,163,62.692308,9356785,19026,C G J A F H D B E K I,K A J E H F B G C I D,H E F I D B K C J A G,13,0,0,0,13,2,0,15,0,9,6159,0,0,0,3300,3400,10,9,0,581,2,384,0,0,0,0,30,5,0,218,72,0,0,4,8,7,4,0,131,10127,6,0,59,111,0,8,14,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,8,163,62.692308,10884565,16087,C K J I F D G E A H B,K J D E C I H G A F B,J C H I F A K D G B E,14,0,0,0,14,2,0,15,0,8,6157,0,0,0,3345,3500,10,8,0,536,1,307,0,0,0,0,30,5,0,217,70,0,0,4,8,7,5,0,131,10127,6,0,65,111,0,7,12,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,9,163,62.692308,12769873,3988,D G B I H K F A C J E,E H A B C K F D J G I,B A G J F H E I C D K,14,0,0,0,14,2,0,15,0,8,6162,0,0,0,3390,3600,10,8,0,490,2,384,0,0,0,0,30,5,0,234,69,0,0,3,8,7,5,0,131,10127,7,0,61,112,0,7,13,0,4,0
79,4000000,4012366,14608228522274211236,16994406626775894751,10,163,62.692308,12905277,17867,D G H A F K J I C E B,E H B C A K J D F I G,J A K B G H F I C E D,13,0,0,0,13,2,0,15,0,9,6131,0,0,0,3309,3500,10,9,0,590,1,409,0,0,0,0,30,5,0,225,76,0,0,2,8,7,5,0,131,10127,7,0,59,111,0,8,14,0,4,0
