heart_index,trials_per_heart,raw_attempts,heart_signature,scoring_signature,rank,integer_score,score_percent,head_permutation_rank,head_pattern_index,head_wanderer_for_orbiter,tail_orbiter_a_for_wanderer,tail_orbiter_b_for_wanderer,first_minimum_wanderer_influence,first_minimum_input_coverage,second_minimum_wanderer_influence,second_minimum_input_coverage,minimum_pair_union,minimum_heart_separation,total_heart_separation,minimum_pair_balance,minimum_complement,dominated_pair_count,flow_area,arrival_total,maximum_arrival_skew,directed_diameter,mean_wanderer_shortest_path_x1000,worst_wanderer_mean_shortest_path_x1000,minimum_influenced_wanderers,minimum_wanderers_reached_within_four_edges,mean_four_edge_wanderer_reach_x1000,redundant_early_branch_fraction_x1000,pair_component_count,minimum_subset_expansion,total_subset_expansion,reserved_legacy_spectral_gap,minimum_one_round_wanderer_fanout,mean_one_round_wanderer_fanout_x1000,minimum_source_orbiter_journey_area,minimum_dual_tail_wanderer_reach,mean_dual_tail_wanderer_reach_x1000,maximum_orbiter_shortest_path_load_x1000,maximum_ordered_source_orphan_area,mean_ordered_source_orphan_area_x1000,maximum_last_orphan_latency,maximum_orphan_straggler_gap,maximum_midpoint_source_orphans,maximum_midpoint_destination_orphan_load,maximum_midpoint_co_orphan_load,maximum_source_meeting_orphans,maximum_source_meeting_area,mean_source_pair_meeting_latency_x1000,maximum_robust_orphans,mean_robust_orphans_x1000,maximum_ordered_destination_orphan_area,maximum_dual_tail_source_orphan_area,mean_dual_tail_source_orphan_area_x1000,maximum_robust_destination_orphans,maximum_single_orbiter_ordered_pair_damage,mean_single_orbiter_ordered_pair_damage_x1000,minimum_surviving_fanout_after_one_orbiter_removal,maximum_dual_tail_arrival_skew
62,4000000,4012583,2360240740876353670,16994406626775894751,1,162,62.307692,4503678,10426,B D F I H A J E C G K,E C A D F J B K H I G,C F J I E K H G A B D,15,0,0,0,14,2,0,15,1,9,6160,0,0,0,3263,3400,10,9,0,518,2,384,0,0,0,0,30,4,0,221,69,0,0,3,8,7,5,0,136,10218,7,0,60,112,0,8,13,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,2,162,62.307692,16459015,18179,E G D B I J F C A K H,G E C J F A I D B K H,F H I A E D K G C J B,15,0,0,0,14,2,0,15,0,7,6184,0,0,0,3245,3400,10,8,0,590,1,409,0,0,0,0,30,4,0,211,68,0,0,3,8,7,5,0,136,10218,7,0,63,113,0,7,15,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,3,162,62.307692,22668077,19781,G C F B I E J A K H D,A C E G B K F H I D J,I H K D G J E B C A F,15,0,0,0,14,2,0,15,0,8,6207,0,0,0,3290,3400,10,9,0,590,2,384,0,0,0,0,30,4,0,222,68,0,0,3,8,7,5,0,136,10218,7,0,62,113,0,7,14,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,4,162,62.307692,36963135,7648,K B I G J F A E D H C,B F D E G C H A J I K,I J G K F E B H A C D,15,0,0,0,14,2,0,15,0,8,6198,0,0,0,3263,3400,10,8,0,554,1,384,0,0,0,0,30,4,0,212,69,0,0,2,8,6,4,0,136,10218,7,0,62,113,0,7,14,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,5,161,61.923077,383575,12201,A C B H D J G F E K I,H I D F K B J A G C E,E B K H A G F J D I C,15,0,0,0,14,2,0,15,0,8,6211,0,0,0,3281,3400,10,9,0,490,1,409,0,0,0,0,30,4,0,226,71,0,0,3,8,6,4,0,136,10218,7,0,63,114,0,7,15,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,6,161,61.923077,2625198,4940,A I D B K C H F E G J,F E D K A C H J I G B,E H J G K I B A D F C,14,0,0,0,14,2,0,15,0,8,6173,0,0,0,3281,3400,10,9,0,563,1,409,0,0,0,0,30,4,0,221,69,0,0,3,8,7,5,0,136,10218,7,0,63,112,0,7,15,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,7,161,61.923077,5017442,16992,B E J F G I A C H D K,I F J A G C K B H E D,C E F K D H G J B A I,14,0,0,0,14,2,0,15,1,9,6177,0,0,0,3281,3500,10,8,0,590,1,384,0,0,0,0,30,4,0,224,69,0,0,3,8,7,5,0,136,10218,7,0,63,113,0,7,15,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,8,161,61.923077,8142671,11820,C D F K H B G J I E A,G J D H A E I K F B C,D E I F K A B J G C H,15,0,0,0,14,2,0,15,1,9,6202,0,0,0,3300,3400,10,9,0,590,2,307,0,0,0,0,30,4,0,205,70,0,0,3,8,7,5,0,136,10218,7,0,63,111,0,7,13,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,9,161,61.923077,8374597,15654,C E A I H F D J B K G,F B K J A G D C I E H,G C E A H D J I K F B,14,0,0,0,14,2,0,15,0,8,6159,0,0,0,3245,3400,10,8,0,554,1,409,0,0,0,0,30,5,0,205,69,0,0,3,8,7,5,0,136,10218,8,0,65,112,0,7,16,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,10,161,61.923077,11235820,9700,D A K H E C J B I F G,C I B K F H G J D E A,I B C E G F D K A H J,15,0,0,0,14,2,0,15,0,7,6188,0,0,0,3272,3500,10,9,0,527,2,307,0,0,0,0,30,4,0,215,68,0,0,3,8,6,5,0,136,10218,7,0,62,114,0,7,14,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,11,161,61.923077,15024782,1585,E B F I A J G H D C K,H C B A D G F J K I E,F I H D G K J A E B C,14,0,0,0,14,2,0,15,0,8,6202,0,0,0,3281,3400,10,9,0,590,1,384,0,0,0,0,30,4,0,209,69,0,0,3,8,6,5,0,136,10218,7,0,60,112,0,7,16,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,12,161,61.923077,15614942,16977,E D A F C H I J G B K,B A I K C H F G D E J,I H G E F B J K A C D,15,0,0,0,14,2,0,15,0,8,6207,0,0,0,3300,3400,10,9,0,581,1,409,0,0,0,0,30,4,0,212,70,0,0,2,8,6,5,0,136,10218,7,0,62,113,0,8,15,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,13,161,61.923077,17254246,13131,E I F K D B C J H A G,K J F C D B H G A I E,A D E I H G C F J B K,15,0,0,0,14,2,0,15,0,8,6176,0,0,0,3263,3400,10,9,0,581,1,307,0,0,0,0,30,4,0,206,68,0,0,2,8,7,5,0,136,10218,7,0,63,113,0,7,14,0,4,0
62,4000000,4012583,2360240740876353670,16994406626775894751,14,161,61.923077,18563328,16748,F B C G D H I A E J K,J H F I K G C B E A D,A D H C J B E I F K G,15,0,0,0,14,2,0,15,1,9,6202,0,0,0,3309,3400,10,9,0,600,2,384,0,0,0,0,30,4,0,214,69,0,0,2,8,7,5,0,136,10218,7,0,63,113,0,7,15,0,4,0
